Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[2364/2517] actioncliptest00732: frames=121, subjects=5, fps=25 (ffprobe:actioncliptest00732.avi), written=121
[2365/2517] actioncliptest00725: frames=295, subjects=5, fps=25 (ffprobe:actioncliptest00725.avi), written=295
[2366/2517] actioncliptest00739: frames=124, subjects=4, fps=23.976 (ffprobe:actioncliptest00739.avi), written=124
[2367/2517] actioncliptest00735: frames=220, subjects=5, fps=23.976 (ffprobe:actioncliptest00735.avi), written=220
[2368/2517] actioncliptest00738: frames=177, subjects=5, fps=23.976 (ffprobe:actioncliptest00738.avi), written=177
[2369/2517] actioncliptest00711: frames=1017, subjects=5, fps=25 (ffprobe:actioncliptest00711.avi), written=1017
[2370/2517] actioncliptest00741: frames=127, subjects=5, fps=23.976 (ffprobe:actioncliptest00741.avi), written=127
[2371/2517] actioncliptest00737: frames=293, subjects=4, fps=23.976 (ffprobe:actioncliptest00737.avi), written=293
[2372/2517] actioncliptest00740: frames=258, subjects=5, fps=23.976 (ffprobe:actioncliptest00740.avi), written=258
[2373/2517] actioncliptest00743: frames=95, subjects=5, fps=23.976 (ffprobe:actioncliptest00743.avi), written=95
[2374/2517] actioncliptest00742: frames=137, subjects=4, fps=23.976 (ffprobe:actioncliptest00742.avi), written=137
[2375/2517] actioncliptest00744: frames=151, subjects=5, fps=23.976 (ffprobe:actioncliptest00744.avi), written=151
[2376/2517] actioncliptest00745: frames=211, subjects=5, fps=23.976 (ffprobe:actioncliptest00745.avi), written=211
[2377/2517] actioncliptest00746: frames=169, subjects=5, fps=23.976 (ffprobe:actioncliptest00746.avi), written=169
[2378/2517] actioncliptest00749: frames=174, subjects=5, fps=23.976 (ffprobe:actioncliptest00749.avi), written=174
[2379/2517] actioncliptest00736: frames=552, subjects=5, fps=23.976 (ffprobe:actioncliptest00736.avi), written=552
[2380/2517] actioncliptest00734: frames=846, subjects=5, fps=25 (ffprobe:actioncliptest00734.avi), written=846
[2381/2517] actioncliptest00752: frames=103, subjects=5, fps=23.976 (ffprobe:actioncliptest00752.avi), written=103
[2382/2517] actioncliptest00748: frames=327, subjects=5, fps=23.976 (ffprobe:actioncliptest00748.avi), written=327
[2383/2517] actioncliptest00754: frames=172, subjects=4, fps=23.976 (ffprobe:actioncliptest00754.avi), written=172
[2384/2517] actioncliptest00750: frames=336, subjects=5, fps=23.976 (ffprobe:actioncliptest00750.avi), written=336
[2385/2517] actioncliptest00755: frames=147, subjects=5, fps=23.976 (ffprobe:actioncliptest00755.avi), written=147
[2386/2517] actioncliptest00757: frames=124, subjects=5, fps=23.976 (ffprobe:actioncliptest00757.avi), written=124
[2387/2517] actioncliptest00747: frames=512, subjects=5, fps=23.976 (ffprobe:actioncliptest00747.avi), written=512
[2388/2517] actioncliptest00751: frames=278, subjects=5, fps=23.976 (ffprobe:actioncliptest00751.avi), written=278
[2389/2517] actioncliptest00756: frames=211, subjects=5, fps=23.976 (ffprobe:actioncliptest00756.avi), written=211
[2390/2517] actioncliptest00758: frames=172, subjects=5, fps=23.976 (ffprobe:actioncliptest00758.avi), written=172
[2391/2517] actioncliptest00760: frames=141, subjects=5, fps=25 (ffprobe:actioncliptest00760.avi), written=141
[2392/2517] actioncliptest00762: frames=131, subjects=5, fps=25 (ffprobe:actioncliptest00762.avi), written=131
[2393/2517] actioncliptest00753: frames=375, subjects=5, fps=23.976 (ffprobe:actioncliptest00753.avi), written=375
[2394/2517] actioncliptest00761: frames=208, subjects=5, fps=25 (ffprobe:actioncliptest00761.avi), written=208
[2395/2517] actioncliptest00759: frames=251, subjects=5, fps=23.976 (ffprobe:actioncliptest00759.avi), written=251
[2396/2517] actioncliptest00765: frames=144, subjects=5, fps=25 (ffprobe:actioncliptest00765.avi), written=144
[2397/2517] actioncliptest00763: frames=257, subjects=4, fps=25 (ffprobe:actioncliptest00763.avi), written=257
[2398/2517] actioncliptest00764: frames=249, subjects=5, fps=25 (ffprobe:actioncliptest00764.avi), written=249
[2399/2517] actioncliptest00766: frames=179, subjects=5, fps=25 (ffprobe:actioncliptest00766.avi), written=179
[2400/2517] actioncliptest00767: frames=213, subjects=5, fps=25 (ffprobe:actioncliptest00767.avi), written=213
[2401/2517] actioncliptest00768: frames=207, subjects=5, fps=25 (ffprobe:actioncliptest00768.avi), written=207
[2402/2517] actioncliptest00769: frames=231, subjects=5, fps=25 (ffprobe:actioncliptest00769.avi), written=231
[2403/2517] actioncliptest00773: frames=130, subjects=5, fps=25 (ffprobe:actioncliptest00773.avi), written=130
[2404/2517] actioncliptest00772: frames=152, subjects=5, fps=25 (ffprobe:actioncliptest00772.avi), written=152
[2405/2517] actioncliptest00770: frames=346, subjects=4, fps=25 (ffprobe:actioncliptest00770.avi), written=346
[2406/2517] actioncliptest00774: frames=187, subjects=5, fps=25 (ffprobe:actioncliptest00774.avi), written=187
[2407/2517] actioncliptest00777: frames=164, subjects=5, fps=25 (ffprobe:actioncliptest00777.avi), written=164
[2408/2517] actioncliptest00779: frames=122, subjects=4, fps=25 (ffprobe:actioncliptest00779.avi), written=122
[2409/2517] actioncliptest00778: frames=147, subjects=5, fps=25 (ffprobe:actioncliptest00778.avi), written=147
[2410/2517] actioncliptest00771: frames=371, subjects=5, fps=25 (ffprobe:actioncliptest00771.avi), written=371
[2411/2517] actioncliptest00776: frames=195, subjects=5, fps=25 (ffprobe:actioncliptest00776.avi), written=195
[2412/2517] actioncliptest00783: frames=156, subjects=5, fps=25 (ffprobe:actioncliptest00783.avi), written=156
[2413/2517] actioncliptest00780: frames=236, subjects=4, fps=25 (ffprobe:actioncliptest00780.avi), written=236
[2414/2517] actioncliptest00784: frames=170, subjects=5, fps=25 (ffprobe:actioncliptest00784.avi), written=170
[2415/2517] actioncliptest00782: frames=240, subjects=5, fps=25 (ffprobe:actioncliptest00782.avi), written=240
[2416/2517] actioncliptest00781: frames=304, subjects=5, fps=25 (ffprobe:actioncliptest00781.avi), written=304
[2417/2517] actioncliptest00786: frames=269, subjects=4, fps=25 (ffprobe:actioncliptest00786.avi), written=269
[2418/2517] actioncliptest00785: frames=269, subjects=5, fps=25 (ffprobe:actioncliptest00785.avi), written=269
[2419/2517] actioncliptest00787: frames=137, subjects=5, fps=25 (ffprobe:actioncliptest00787.avi), written=137
[2420/2517] actioncliptest00789: frames=149, subjects=5, fps=25 (ffprobe:actioncliptest00789.avi), written=149
[2421/2517] actioncliptest00791: frames=122, subjects=5, fps=25 (ffprobe:actioncliptest00791.avi), written=122
[2422/2517] actioncliptest00790: frames=178, subjects=5, fps=25 (ffprobe:actioncliptest00790.avi), written=178
[2423/2517] actioncliptest00788: frames=240, subjects=5, fps=25 (ffprobe:actioncliptest00788.avi), written=240
[2424/2517] actioncliptest00792: frames=167, subjects=5, fps=25 (ffprobe:actioncliptest00792.avi), written=167
[2425/2517] actioncliptest00793: frames=228, subjects=5, fps=23.976 (ffprobe:actioncliptest00793.avi), written=228
[2426/2517] actioncliptest00798: frames=152, subjects=4, fps=23.976 (ffprobe:actioncliptest00798.avi), written=152
[2427/2517] actioncliptest00797: frames=194, subjects=5, fps=23.976 (ffprobe:actioncliptest00797.avi), written=194
[2428/2517] actioncliptest00799: frames=177, subjects=5, fps=23.976 (ffprobe:actioncliptest00799.avi), written=177
[2429/2517] actioncliptest00803: frames=104, subjects=5, fps=25 (ffprobe:actioncliptest00803.avi), written=104
[2430/2517] actioncliptest00804: frames=106, subjects=5, fps=25 (ffprobe:actioncliptest00804.avi), written=106
[2431/2517] actioncliptest00805: frames=167, subjects=5, fps=25 (ffprobe:actioncliptest00805.avi), written=167
[2432/2517] actioncliptest00800: frames=627, subjects=5, fps=23.976 (ffprobe:actioncliptest00800.avi), written=627
[2433/2517] actioncliptest00802: frames=666, subjects=5, fps=23.976 (ffprobe:actioncliptest00802.avi), written=666
[2434/2517] actioncliptest00808: frames=87, subjects=4, fps=25 (ffprobe:actioncliptest00808.avi), written=87
[2435/2517] actioncliptest00806: frames=234, subjects=5, fps=25 (ffprobe:actioncliptest00806.avi), written=234
[2436/2517] actioncliptest00795: frames=921, subjects=5, fps=23.976 (ffprobe:actioncliptest00795.avi), written=921
[2437/2517] actioncliptest00796: frames=979, subjects=5, fps=23.976 (ffprobe:actioncliptest00796.avi), written=979
[2438/2517] actioncliptest00794: frames=1280, subjects=4, fps=23.976 (ffprobe:actioncliptest00794.avi), written=1280
[2439/2517] actioncliptest00801: frames=909, subjects=5, fps=23.976 (ffprobe:actioncliptest00801.avi), written=909
[2440/2517] actioncliptest00775: frames=1347, subjects=5, fps=25 (ffprobe:actioncliptest00775.avi), written=1347
[2441/2517] actioncliptest00811: frames=174, subjects=5, fps=25 (ffprobe:actioncliptest00811.avi), written=174
[2442/2517] actioncliptest00810: frames=203, subjects=5, fps=25 (ffprobe:actioncliptest00810.avi), written=203
[2443/2517] actioncliptest00809: frames=289, subjects=5, fps=25 (ffprobe:actioncliptest00809.avi), written=289
[2444/2517] actioncliptest00814: frames=258, subjects=5, fps=23.977 (ffprobe:actioncliptest00814.avi), written=258
[2445/2517] actioncliptest00807: frames=460, subjects=5, fps=25 (ffprobe:actioncliptest00807.avi), written=460
[2446/2517] actioncliptest00812: frames=377, subjects=4, fps=25 (ffprobe:actioncliptest00812.avi), written=377
[2447/2517] actioncliptest00817: frames=207, subjects=5, fps=23.977 (ffprobe:actioncliptest00817.avi), written=207
[2448/2517] actioncliptest00815: frames=286, subjects=5, fps=23.977 (ffprobe:actioncliptest00815.avi), written=286
[2449/2517] actioncliptest00820: frames=131, subjects=5, fps=23.977 (ffprobe:actioncliptest00820.avi), written=131
[2450/2517] actioncliptest00818: frames=274, subjects=5, fps=23.977 (ffprobe:actioncliptest00818.avi), written=274
[2451/2517] actioncliptest00813: frames=500, subjects=5, fps=25 (ffprobe:actioncliptest00813.avi), written=500
[2452/2517] actioncliptest00823: frames=120, subjects=5, fps=23.977 (ffprobe:actioncliptest00823.avi), written=120
[2453/2517] actioncliptest00819: frames=257, subjects=5, fps=23.977 (ffprobe:actioncliptest00819.avi), written=257
[2454/2517] actioncliptest00821: frames=202, subjects=4, fps=23.977 (ffprobe:actioncliptest00821.avi), written=202
[2455/2517] actioncliptest00824: frames=161, subjects=5, fps=23.977 (ffprobe:actioncliptest00824.avi), written=161
[2456/2517] actioncliptest00825: frames=206, subjects=5, fps=23.977 (ffprobe:actioncliptest00825.avi), written=206
[2457/2517] actioncliptest00826: frames=185, subjects=5, fps=23.977 (ffprobe:actioncliptest00826.avi), written=185
[2458/2517] actioncliptest00830: frames=122, subjects=5, fps=25 (ffprobe:actioncliptest00830.avi), written=122
[2459/2517] actioncliptest00831: frames=114, subjects=5, fps=25 (ffprobe:actioncliptest00831.avi), written=114
[2460/2517] actioncliptest00822: frames=444, subjects=4, fps=23.977 (ffprobe:actioncliptest00822.avi), written=444
[2461/2517] actioncliptest00832: frames=168, subjects=5, fps=25 (ffprobe:actioncliptest00832.avi), written=168
[2462/2517] actioncliptest00833: frames=151, subjects=5, fps=25 (ffprobe:actioncliptest00833.avi), written=151
[2463/2517] actioncliptest00836: frames=120, subjects=5, fps=25 (ffprobe:actioncliptest00836.avi), written=120
[2464/2517] actioncliptest00834: frames=202, subjects=5, fps=25 (ffprobe:actioncliptest00834.avi), written=202
[2465/2517] actioncliptest00827: frames=344, subjects=4, fps=23.977 (ffprobe:actioncliptest00827.avi), written=344
[2466/2517] actioncliptest00835: frames=158, subjects=5, fps=25 (ffprobe:actioncliptest00835.avi), written=158
[2467/2517] actioncliptest00828: frames=416, subjects=5, fps=23.977 (ffprobe:actioncliptest00828.avi), written=416
[2468/2517] actioncliptest00838: frames=155, subjects=5, fps=25 (ffprobe:actioncliptest00838.avi), written=155
[2469/2517] actioncliptest00839: frames=230, subjects=5, fps=25 (ffprobe:actioncliptest00839.avi), written=230
[2470/2517] actioncliptest00829: frames=374, subjects=5, fps=23.977 (ffprobe:actioncliptest00829.avi), written=374
[2471/2517] actioncliptest00843: frames=189, subjects=5, fps=25 (ffprobe:actioncliptest00843.avi), written=189
[2472/2517] actioncliptest00841: frames=352, subjects=5, fps=25 (ffprobe:actioncliptest00841.avi), written=352
[2473/2517] actioncliptest00837: frames=553, subjects=5, fps=25 (ffprobe:actioncliptest00837.avi), written=553
[2474/2517] actioncliptest00842: frames=366, subjects=5, fps=25 (ffprobe:actioncliptest00842.avi), written=366
[2475/2517] actioncliptest00847: frames=172, subjects=5, fps=25 (ffprobe:actioncliptest00847.avi), written=172
[2476/2517] actioncliptest00849: frames=116, subjects=5, fps=23.976 (ffprobe:actioncliptest00849.avi), written=116
[2477/2517] actioncliptest00845: frames=353, subjects=5, fps=25 (ffprobe:actioncliptest00845.avi), written=353
[2478/2517] actioncliptest00844: frames=471, subjects=5, fps=25 (ffprobe:actioncliptest00844.avi), written=471
[2479/2517] actioncliptest00816: frames=1157, subjects=5, fps=23.977 (ffprobe:actioncliptest00816.avi), written=1157
[2480/2517] actioncliptest00851: frames=195, subjects=4, fps=23.976 (ffprobe:actioncliptest00851.avi), written=195
[2481/2517] actioncliptest00846: frames=485, subjects=5, fps=25 (ffprobe:actioncliptest00846.avi), written=485
[2482/2517] actioncliptest00853: frames=160, subjects=4, fps=23.976 (ffprobe:actioncliptest00853.avi), written=160
[2483/2517] actioncliptest00852: frames=186, subjects=5, fps=23.976 (ffprobe:actioncliptest00852.avi), written=186
[2484/2517] actioncliptest00854: frames=304, subjects=5, fps=23.976 (ffprobe:actioncliptest00854.avi), written=304
[2485/2517] actioncliptest00856: frames=237, subjects=5, fps=23.976 (ffprobe:actioncliptest00856.avi), written=237
[2486/2517] actioncliptest00857: frames=254, subjects=5, fps=23.976 (ffprobe:actioncliptest00857.avi), written=254
[2487/2517] actioncliptest00848: frames=912, subjects=5, fps=25 (ffprobe:actioncliptest00848.avi), written=912
[2488/2517] actioncliptest00860: frames=184, subjects=5, fps=23.976 (ffprobe:actioncliptest00860.avi), written=184
[2489/2517] actioncliptest00855: frames=533, subjects=5, fps=23.976 (ffprobe:actioncliptest00855.avi), written=533
[2490/2517] actioncliptest00858: frames=527, subjects=5, fps=23.976 (ffprobe:actioncliptest00858.avi), written=527
[2491/2517] actioncliptest00840: frames=1477, subjects=5, fps=25 (ffprobe:actioncliptest00840.avi), written=1477
[2492/2517] actioncliptest00850: frames=915, subjects=5, fps=23.976 (ffprobe:actioncliptest00850.avi), written=915
[2493/2517] actioncliptest00861: frames=391, subjects=4, fps=23.976 (ffprobe:actioncliptest00861.avi), written=391
[2494/2517] actioncliptest00865: frames=200, subjects=5, fps=23.976 (ffprobe:actioncliptest00865.avi), written=200
[2495/2517] actioncliptest00866: frames=203, subjects=5, fps=23.976 (ffprobe:actioncliptest00866.avi), written=203
[2496/2517] actioncliptest00859: frames=745, subjects=5, fps=23.976 (ffprobe:actioncliptest00859.avi), written=745
[2497/2517] actioncliptest00867: frames=263, subjects=5, fps=23.976 (ffprobe:actioncliptest00867.avi), written=263
[2498/2517] actioncliptest00869: frames=300, subjects=5, fps=23.976 (ffprobe:actioncliptest00869.avi), written=300
[2499/2517] actioncliptest00870: frames=315, subjects=5, fps=23.976 (ffprobe:actioncliptest00870.avi), written=315
[2500/2517] actioncliptest00871: frames=230, subjects=5, fps=25 (ffprobe:actioncliptest00871.avi), written=230
[2501/2517] actioncliptest00862: frames=745, subjects=5, fps=23.976 (ffprobe:actioncliptest00862.avi), written=745
[2502/2517] actioncliptest00868: frames=544, subjects=5, fps=23.976 (ffprobe:actioncliptest00868.avi), written=544
[2503/2517] actioncliptest00874: frames=154, subjects=5, fps=25 (ffprobe:actioncliptest00874.avi), written=154
[2504/2517] actioncliptest00876: frames=101, subjects=5, fps=25 (ffprobe:actioncliptest00876.avi), written=101
[2505/2517] actioncliptest00873: frames=253, subjects=5, fps=25 (ffprobe:actioncliptest00873.avi), written=253
[2506/2517] actioncliptest00877: frames=196, subjects=5, fps=25 (ffprobe:actioncliptest00877.avi), written=196
[2507/2517] actioncliptest00878: frames=195, subjects=5, fps=25 (ffprobe:actioncliptest00878.avi), written=195
[2508/2517] actioncliptest00864: frames=936, subjects=4, fps=23.976 (ffprobe:actioncliptest00864.avi), written=936
[2509/2517] actioncliptest00879: frames=190, subjects=5, fps=25 (ffprobe:actioncliptest00879.avi), written=190
[2510/2517] actioncliptest00882: frames=127, subjects=5, fps=25 (ffprobe:actioncliptest00882.avi), written=127
[2511/2517] actioncliptest00880: frames=206, subjects=5, fps=25 (ffprobe:actioncliptest00880.avi), written=206
[2512/2517] actioncliptest00883: frames=142, subjects=5, fps=25 (ffprobe:actioncliptest00883.avi), written=142
[2513/2517] actioncliptest00875: frames=458, subjects=4, fps=25 (ffprobe:actioncliptest00875.avi), written=458
[2514/2517] actioncliptest00881: frames=198, subjects=5, fps=25 (ffprobe:actioncliptest00881.avi), written=198
